 STOCKS VALORIZADOS POR ALMACEN - LINEAS 


*OPEN COMB SYSTEMS

**MARKET

COD. LINEA,LINEA,COD. PRODUCTO,PRODUCTO,COD. UNIDAD,STOCK-TOTAL,COSTO,VALOR-TOTAL
000025,FILTROS,0000000PER-97 ,PER-97 PUROLATOR ,UNI ,4.0000 ,23.351695 ,93.4067800000
000025,FILTROS,0000000PP-113 ,PP-113 PUROLATOR ,UNI ,1.0000 ,15.508475 ,15.5084750000
000025,FILTROS,0000000PP-178 ,PP-178 PUROLATOR ,UNI ,2.0000 ,14.271186 ,28.5423720000
000025,FILTROS,0000000PP-189 ,PP-189 PUROLATOR ,UNI ,7.0000 ,23.225181 ,162.5762670000
000025,FILTROS,0000000PP-190 ,PP-190 PUROLATOR ,UNI ,7.0000 ,24.083535 ,168.5847450000
000025,FILTROS,0000000PP-263 ,PP-263 PUROLATOR ,UNI ,3.0000 ,48.661017 ,145.9830510000
000025,FILTROS,0000000PP-301 ,PP-301 PUROLATOR ,UNI ,1.0000 ,29.406780 ,29.4067800000
000025,FILTROS,0000000PP-429 ,PP-429 PUROLATOR ,UNI ,2.0000 ,35.730932 ,71.4618640000
000025,FILTROS,0000000WK-723 ,WK-723 MANN FILTER ,UNI ,10.0000 ,11.138418 ,111.3841800000
000025,FILTROS,000000AF-2065 ,AF-2065 PUROLATOR ,UNI ,1.0000 ,48.737288 ,48.7372880000
000025,FILTROS,000000AFL1019 ,AFL-1019 LYS ,UNI ,6.0000 ,21.899718 ,131.3983080000
000025,FILTROS,000000AFL1050 ,AFL-1050 LYS ,UNI ,2.0000 ,25.720339 ,51.4406780000
000025,FILTROS,000000BAE-519 ,BAE-519 (P+S) WILLY BUSCH ,UNI ,4.0000 ,110.860169 ,443.4406760000
000025,FILTROS,000000BLS-833 ,BLS-833 WILLY BUSCH ,UNI ,24.0000 ,12.836159 ,308.0678160000
000025,FILTROS,000000BLS-838 ,BLS-838 WILLY BUSCH ,UNI ,27.0000 ,5.637162 ,152.2033740000
000025,FILTROS,000000BPS-150 ,BPS-150 WILLY BUSCH ,UNI ,6.0000 ,6.080508 ,36.4830480000
000025,FILTROS,000000BPS-355 ,BPS-355 WILLY BUSCH ,UNI ,12.0000 ,9.610169 ,115.3220280000
000025,FILTROS,000000BPS-356 ,BPS-356 WILLY BUSCH ,UNI ,16.0000 ,9.459746 ,151.3559360000
000025,FILTROS,000000BPS-42A ,BPS-42A WILLY BUSCH ,UNI ,2.0000 ,11.059322 ,22.1186440000
000025,FILTROS,000000BPS-571 ,BPS-571 WILLY BUSCH ,UNI ,6.0000 ,13.080508 ,78.4830480000
000025,FILTROS,000000C-23610 ,C-23610 MANN FILTER ,UNI ,4.0000 ,67.849576 ,271.3983040000
000025,FILTROS,000000EF-1003 ,EF-1003 SAKURA ,UNI ,11.0000 ,30.740370 ,338.1440700000
000025,FILTROS,000000FC-1807 ,FC-1807 SAKURA ,UNI ,1.0000 ,17.796610 ,17.7966100000
000025,FILTROS,000000FCO-194 ,FCO-194 PUROLATOR ,UNI ,1.0000 ,8.398305 ,8.3983050000
000025,FILTROS,000000FCO-502 ,FCO-502 PUROLATOR ,UNI ,9.0000 ,12.032957 ,108.2966130000
